Alloys,k,vm,tm,vac,delta,delta_chi,delta_s_mix,delta_h_mix,Class
Al1Co1Cr1Fe1Mo1Ni1.62,166.7643504531722,7.7223564954682775,1871.2496978851966,7.280966767371601,4.3635596222486095,0.17246535216435002,14.732729825011985,-24.06184682505636,0
Al1Cr1Cu1Fe1Ni0.6,141.82608695652175,7.693478260869566,1591.1804347826087,7.391304347826088,4.2299277090382255,0.1233204748146333,13.241584225988836,-14.158790170132333,0
Cr1Fe1Ni1V0.5W1,199.0,7.696666666666666,2332.927777777778,10.333333333333332,1.8105813582994197,0.10482201257840673,13.145208483399971,-7.664197530864197,0
Co1.5Cr1Fe1Ni1.5Ti0.5Mo1.8,182.80821917808217,7.739726027397261,2112.1363013698633,7.575342465753424,2.852633217753825,0.18488888397704545,14.33155906961481,-13.55376243197598,0
Al0.8Co1Cr1Fe1Ni1Ti0.5,151.37735849056605,7.722641509433963,1736.9718867924528,7.056603773584906,3.7654004754794315,0.13316264142335008,14.689003883653609,-33.462442150231404,0
Al1Co1Cr0.58Fe1Mo0.5Ni1,159.60629921259843,7.734921259842521,1762.398031496063,7.181102362204724,4.485398167894149,0.1589844506614125,14.597113897352342,-27.52371504743009,0
Al1.7Co1Cr1Cu1Fe1Ni1,142.71641791044777,7.7208955223880595,1557.055074626866,7.3283582089552235,4.206035897086769,0.12656065176148826,14.694743852477396,-22.849632434840725,0
Al1Co1Cr1Fe1Mo1Ni1.53,166.5957120980092,7.7378254211332305,1873.221975497703,7.243491577335375,4.390910017624002,0.17349540205983366,14.772021133802124,-24.137013993607077,0
Al1Co1Cr1Cu1Fe1Mo1Ni1,161.85714285714286,7.732857142857144,1810.57,7.571428571428572,4.253423248500503,0.1678434644882802,16.178290041506536,-12.759183673469382,0
Al0.8Co1Cr1Ni1Si0.2,149.64999999999998,7.737500000000001,1690.1640000000002,7.05,5.4995258790706,0.12971025402796799,12.565732800146913,-35.541999999999994,0
Al1Co1Cr0.5Fe1Mo0.5Ni1,159.6,7.743,1755.714,7.199999999999999,4.504264064846382,0.15885842753848473,14.533425989178351,-27.792,0
Al1.45Co1Cr1Fe1Ni1,146.27522935779814,7.730275229357797,1622.2259633027525,6.853211009174311,4.415421344536872,0.12439365606094924,13.275451445847843,-32.90295429677636,0
Co1Fe1Ni1Ti1,159.0,7.75,1812.65,7.75,1.8181818181818132,0.14713938969562157,11.525647353927582,-31.05,0
Al1Co1Cr1Fe0.6Mo0.5Ni1,158.90196078431373,7.743137254901962,1792.9774509803924,7.019607843137255,4.480674876306481,0.1650195426079048,14.610130365621298,-27.943098808150715,0
Al1Co1Cr0.37Fe1Mo0.5Ni1,159.58932238193017,7.756694045174537,1744.3840862422999,7.232032854209445,4.534770573287662,0.15854376859259378,14.381531458649764,-28.23438139048527,0
Al1Co0.73Cr1Fe1Mo0.5Ni1,158.63671128107075,7.747801147227532,1795.6490439770553,6.992351816443594,4.4937895531032845,0.16227593275489988,14.670918860288001,-26.75679726829696,0
Al0.5Co1Cr1Cu1Fe1Ni1Ti1,149.84615384615387,7.743076923076924,1731.5776923076924,7.615384615384615,3.007627676628541,0.14138787976477576,16.0054506424957,-21.675739644970417,0
Al1Cr1Fe1Ni1,146.0,7.7325,1663.23,6.75,4.5360921162651415,0.12214233500306106,11.525647353927582,-31.025000000000002,0
Al1Co1Cr1Cu0.5Fe1Ni1Ti0.5,147.91666666666669,7.746666666666666,1678.5883333333336,7.25,3.830738337842685,0.13409159390340447,15.857152232618903,-28.47777777777778,0
Al1.8Cr1Cu1Fe1Ni2,141.73529411764707,7.739705882352941,1542.0023529411765,7.411764705882353,4.256025655172984,0.13123712657248882,12.948760772161359,-24.996539792387548,0
Al1Co1Cr1Fe1Nb0.36Ni1,153.83582089552235,7.745895522388059,1755.8067164179104,7.052238805970148,4.3136378276562475,0.12467880319143415,14.529393648530993,-32.52227667631989,0
Fe6Ni1Co1Si1Cr1Al1,155.1818181818182,7.748181818181817,1742.179090909091,7.2727272727272725,6.70025210172808,0.08935027182040445,11.810629045688056,-25.6297520661157,0
Al1.8Co1Cr1Cu1Fe1Ni1,141.73529411764707,7.754411764705882,1547.884705882353,7.264705882352941,4.256025655172984,0.1272564503365119,14.643708504342804,-23.634948096885815,0
Al1Co1Cr0.16Fe1Mo0.5Ni1,159.57081545064378,7.780429184549355,1724.7465665236052,7.28755364806867,4.583330697968584,0.15769510089734054,13.93682471148414,-28.964246900845474,0
Al0.9Co1Cr1Fe1Ni1Ti0.5,149.98148148148144,7.764814814814814,1722.0922222222223,6.981481481481481,3.8883891791470617,0.13350362068218885,14.700304476320978,-34.742112482853216,0
Al1Co1Cr1Fe1Mo0.78Ni1,163.04498269896192,7.778892733564013,1847.627508650519,7.038062283737024,4.498692526642769,0.17207306650441564,14.864869599601375,-25.18312759665234,0
Al1.87Cr1Cu1Fe1Ni2,141.06550218340612,7.762736535662301,1535.8018777292577,7.366812227074235,4.288628746633046,0.13168591916525985,12.928226539867616,-25.51133654964627,0
Al1Co1Cr1Cu0.25Fe1Ni1Ti0.5,148.26086956521738,7.774782608695653,1692.536956521739,7.08695652173913,3.912057016678631,0.13407387293073356,15.54507120456749,-31.930434782608685,0
Al1.21Co1Cr1Fe1Mo0.5Ni1,156.56042031523646,7.781085814360771,1762.639877408056,6.940455341506128,4.575741768555857,0.1606261441573376,14.653591711263116,-28.51340782294251,0
Al1Co0.58Cr1Fe1Mo0.5Ni1,158.03543307086613,7.778740157480316,1796.4610236220472,6.9330708661417315,4.557057393948235,0.16419163778276846,14.597113897352342,-27.074524149048294,0
Al1Co1Fe1Mo0.5Ni1,159.55555555555557,7.8,1708.5544444444445,7.333333333333334,4.619330107128324,0.1567021236472421,13.145208483399971,-29.530864197530864,0
Al1.58Co1Cr1Fe1Ni1,144.63799283154123,7.7831541218638,1606.1796774193551,6.763440860215054,4.49107968738315,0.12511527809601017,13.216486860851845,-33.93455890854434,0
Al1Co1Cr1Fe1Mo0.84Ni1,163.73287671232876,7.795547945205479,1858.3897260273973,7.027397260273974,4.518072289156628,0.1743998233010101,14.880466276891777,-24.98076562206793,0
Al1Co0.53Cr1Fe1Mo0.5Ni1,157.82703777335982,7.789463220675943,1796.7424453280319,6.9125248508946315,4.578747098418484,0.1648442244356251,14.55961233145229,-27.17832171978072,0
Cr1Fe1Mn1Ni1Ti1,147.0,7.784,1836.3500000000004,6.999999999999999,1.4388489208633093,0.1487817193071783,13.380861848448422,-20.048000000000002,0
Al1Co0.5Cr1Fe1Mo0.5Ni1,157.7,7.795999999999999,1796.9140000000002,6.9,4.591910292939997,0.16523922052587878,14.533425989178351,-27.24,0
Al1Co1Cr1Fe1Mo0.5Ni0.5,157.70000000000002,7.806,1800.9140000000002,6.799999999999999,4.591910292939998,0.16358789686281808,14.53342598917835,-26.46,0
Al1.1Cr1Fe1Ni1,144.2926829268293,7.787804878048782,1645.4309756097564,6.658536585365854,4.632211363645153,0.1226298192767473,11.518344242715527,-32.12611540749555,0
Al1Co1Cr1Fe1Ni1Ti0.5,148.63636363636365,7.805454545454546,1707.7536363636366,6.909090909090908,3.998783653628515,0.13377543783742601,14.69716293397956,-35.907438016528936,0
Al1Co1.5Cr1Fe1Mo0.5,157.7,7.816,1804.9140000000002,6.699999999999999,4.591910292939998,0.16186414056238646,12.945833341722773,-25.68,0
Al0.67Co1Cr1Cu1Fe1Mn1Ni1Ti1V1,145.78085351787774,7.8166089965397925,1743.5115224913495,7.152249134948097,3.0117074500487275,0.1467840570369639,18.214442655075157,-21.668748644718757,0
Al2Cr1Cu1Fe1Ni2,139.85714285714286,7.804285714285715,1524.6157142857141,7.2857142857142865,4.344405563976453,0.1324340421123061,12.885248789902855,-26.4,0
Al1.31Co1Cr1Fe1Mo0.5Ni1,155.17383820998276,7.8192771084337345,1748.3684509466434,6.872633390705679,4.653165820013157,0.16125038177091391,14.618898291124061,-29.48782590405882,0
Al1Cr1Fe1Mo0.19Ni1,149.80906921241052,7.808114558472554,1719.0927207637233,6.715990453460622,4.676666175662758,0.14639257064989966,12.53757650204845,-29.876794960156307,0
Fe1Co1Ni1Cr1Cu1Al2,139.85714285714286,7.818571428571429,1530.33,7.142857142857142,4.344405563976448,0.12844438167422292,14.531769415704694,-25.044897959183672,0
Al1.68Co1Cr1Fe1Ni1,143.42957746478874,7.82218309859155,1594.3361971830986,6.697183098591549,4.542809605692653,0.12557939515384245,13.165257120631956,-34.64094425709185,0
Al1Cr1Fe1Mo0.2Ni1,150.0,7.811904761904762,1721.892857142857,6.7142857142857135,4.682921825825739,0.14744229049001956,12.568471921250215,-29.818594104308392,0
Al1Cr1Fe1Ni0.75,143.8,7.808,1658.902,6.533333333333333,4.684855792842041,0.118950970291685,11.467431839262654,-31.040000000000003,0
Al1Co1Cr1Fe1Nb0.5Ni1,154.27272727272728,7.823636363636363,1781.1172727272728,6.999999999999999,4.38624650454983,0.1258294792615771,14.69716293397956,-33.864462809917356,0
Co1Fe1Ni1Si0.75,160.33333333333337,7.859999999999999,1752.7500000000002,7.999999999999999,8.278937274264004,0.031382939455839455,11.467431839262654,-31.118222222222222,0
Al0.5Co1Cr1Cu1Fe1Ni1Ti1.2,148.62686567164178,7.8283582089552235,1737.8932835820895,7.507462686567164,2.99138480341434,0.14479996726189734,15.972686248928708,-23.501893517487193,0
Al0.5Co1Cr1Cu1Fe1Ni1Si0.8,149.87301587301587,7.842857142857142,1692.353174603175,7.730158730158731,7.136304098510517,0.1059563937174841,15.995272748944807,-22.34416729654825,0
Co1Cu7Fe1Ni1Ti3,141.0769230769231,7.838461538461537,1587.7915384615385,8.923076923076925,1.6901408450704254,0.1495357707893403,10.505778882509173,-9.237869822485209,0
Al1Co0.29Cr1Fe1Mo0.5Ni1,156.7661795407098,7.8440501043841335,1798.1750521920671,6.807933194154489,4.687339629955121,0.1680786823756277,14.24876300340743,-27.65626021504439,0
Al1.75Co1Cr1Fe1Ni1,142.6086956521739,7.848695652173914,1586.2908695652175,6.652173913043478,4.576015375437495,0.1258618680533054,13.126820044909229,-35.094139886578446,0
Al1Co1Cr1Fe1Mo1Ni0.89,165.24787775891343,7.861460101867573,1888.9853140916807,6.943972835314092,4.601287599290245,0.1813737906368456,14.889242942903435,-24.487188725963556,0
Al1.2Cr1Fe1Ni1,142.66666666666666,7.84047619047619,1628.479523809524,6.571428571428571,4.716075254681149,0.12300102316924141,11.49819694363655,-33.08843537414966,0
Al1.78Co1Cr1Fe1Ni1,142.2629757785467,7.859861591695501,1582.902525951557,6.633217993079584,4.589539909705074,0.12597294392361807,13.109765558283346,-35.278552699321125,0
Al0.5Co1Cr1Fe1Ni1Ti1,151.63636363636363,7.860000000000001,1799.5427272727272,7.000000000000001,3.221049739147064,0.14199871958449609,14.697162933979559,-34.49256198347107,0
Al1Co1Cr1Fe1Ni1Si0.4,148.62962962962962,7.864814814814815,1684.4314814814816,6.962962962962962,6.312548382703873,0.12033332763357368,14.585014297408462,-34.58710562414265,0
Be1Nb1,150.0,7.9,2155.15,3.5,15.999999999999998,0.015000000000000013,5.762823676963555,-38.7,0
Al1.8Co1Cr1Fe1Ni1,142.0344827586207,7.867241379310346,1580.6631034482762,6.620689655172415,4.598330240311087,0.1260437988915011,13.098214564520243,-35.39833531510107,0
Al2.2Cr1Cu1Fe1Ni2,138.08333333333334,7.865277777777776,1508.1950000000002,7.166666666666667,4.419417382415921,0.13339119115047737,12.808731471859954,-27.61111111111112,0
Al2Co1Cr1Cu0.5Fe1Ni1,139.84615384615384,7.873846153846154,1543.6038461538462,6.846153846153846,4.501584827611898,0.12805324336421417,14.232274507701039,-30.05917159763314,0
Al1Cr1Cu1Fe1Ni1Zn1,132.16666666666669,7.871666666666667,1450.561666666667,8.333333333333332,3.703703703703702,0.1235583532856709,14.896682280527974,-15.011111111111115,0
Al1.5Co1Cr1Fe1Mo0.5Ni1,152.66666666666669,7.888333333333334,1722.5633333333335,6.75,4.781460921243725,0.1621962973957448,14.53415852492334,-31.119444444444454,0
Al1Cr1Fe1Mo0.378Ni1,153.2526267702147,7.876473275468251,1769.5949520328918,6.685244403837368,4.77859850352453,0.16349366013102024,12.97473696514867,-28.817621059322953,0
Co1Cr1Fe1Ga1Ni1,148.6,7.886000000000001,1558.1020000000003,9.2,2.751218666745539,0.08657944328765345,13.380861848448422,-20.064,0
Al1.86Co1Cr1Fe1Ni1,141.35836177474403,7.889078498293516,1574.0365529010237,6.583617747440273,4.6236555949202645,0.12624157707583905,13.062742447815394,-35.74299059977402,0
Al1Co1Cr1Cu1Fe1Mn1Ni1Ti1V1,143.22222222222223,7.896666666666667,1713.8100000000002,7.0,3.3658005107082896,0.1457547407271696,18.267716216023814,-25.180246913580245,0
Al1Co1Cr1Fe1Nb0.62Ni1,154.62989323843414,7.887188612099644,1801.808362989324,6.95729537366548,4.439253979958075,0.12665764901377802,14.791171304658087,-34.87747115664695,0
Al1.87Co1Cr1Fe1Ni1,141.24701873935263,7.892674616695061,1572.9452981260647,6.577512776831346,4.627728506110913,0.1262724473261772,13.056716818837488,-35.79834517904977,0
Be1Ta1,165.0,7.95,2425.15,10.5,15.999999999999998,0.03500000000000003,5.762823676963555,-38.7,0
Al1Cu1Ni1,131.66666666666666,7.9,1339.7966666666666,8.0,3.580287499678725,0.13912424503139462,9.133859594669095,-25.644444444444446,0
Co1Fe1Ga1Mn1Ni1,140.2,7.917999999999999,1425.902,9.4,2.751218666745539,0.12799999999999997,13.380861848448422,-23.152,0
Cr1Fe1Ni1Ti1,154.25,7.8825,1915.65,7.0,1.5604061329449281,0.1443086968966181,11.525647353927582,-25.775,0
Al1Co1Cr1Fe1Mo1Ni0.67,164.71428571428572,7.9104056437389785,1895.2258377425046,6.825396825396825,4.680815375041986,0.18433001503278607,14.81979768820436,-24.50273570790913,0
Co1Cu1Fe1Ni1Sn0.5,154.66666666666669,7.922222222222222,1525.127777777778,10.0,2.4957141712424966,0.038425814368423475,13.145208483399971,1.1555555555555563,0
Al1.3Cr1Fe1Ni1,141.11627906976744,7.890697674418606,1612.316511627907,6.488372093023257,4.78937374404825,0.12327117060982022,11.467459603319783,-33.92752839372634,0
Al1Co1Cr1Cu1Fe1Ni1Ti1,144.57142857142858,7.904285714285715,1674.57,7.2857142857142865,3.646422752776584,0.14257114228428164,16.178290041506536,-28.016326530612247,0
Al2.3Co1Cr1Cu1Fe1Ni1,137.2328767123288,7.9082191780821915,1505.8015068493153,6.972602739726028,4.45257277009994,0.12979551450806745,14.345393050963885,-26.8095327453556,0
Al0.5Co1Cr1Cu1Fe1Ni1Ti1.4,147.47826086956522,7.908695652173912,1743.8427536231884,7.405797101449275,2.9742904505357286,0.14764268247604026,15.908663612273713,-25.082965763495057,0
Al1Cr3Cu1Fe1Ni1Ti1,144.125,7.88625,1789.2675,6.75,3.6243168644720414,0.13033010972143003,13.863272567897479,-20.4375,0
Al2.32Co1Cr1Cu1Fe1Ni1,137.0655737704918,7.913934426229508,1504.2377595628418,6.961748633879781,4.4588851526736715,0.12986968525739495,14.332366594778858,-26.913912030816082,0
Al1Cr1Fe1Mo0.48Ni1,154.99999999999997,7.911160714285714,1795.2214285714283,6.669642857142857,4.821830202329093,0.17089703215530047,13.12167030835215,-28.272480867346935,0
Al1Co0.015Cr1Fe1Mo0.5Ni1,155.41196013289039,7.913732004429679,1800.0038205980068,6.674418604651163,4.821783455523876,0.17200456372135717,13.286748606435784,-28.143814944402138,0
Al1.95Co1Cr1Fe1Ni1,140.36974789915965,7.921008403361345,1564.3473109243698,6.529411764705882,4.658862888088342,0.12649892197759166,13.007437351938627,-36.220605889414585,0
Al1Cr1Fe1Mo0.5Ni1,155.33333333333334,7.917777777777777,1800.1100000000001,6.666666666666667,4.829452884162947,0.17222580641431684,13.145208483399971,-28.167901234567903,0
Al2.39Cr1Cu1Fe1Ni2,136.4871447902571,7.920162381596752,1493.4185791610284,7.0595399188092,4.480183150401835,0.1341116730363593,12.726668495095689,-28.605968274430026,0
Al1.97Co1Cr1Fe1Ni1,140.15410385259634,7.927973199329983,1562.2338190954774,6.517587939698492,4.666258135801389,0.12655005115867426,12.994837035325826,-36.320631633881305,0
Al1.5Cr1Fe1.5Mn1Ni0.5,133.63636363636363,7.921818181818182,1578.2372727272727,6.2727272727272725,4.839666141562402,0.12324134757485457,12.8584165202789,-30.614876033057858,0
Al1Co1Cr1Fe1Mo0.5,155.33333333333331,7.9399999999999995,1808.998888888889,6.444444444444445,4.829452884162947,0.1682884061791572,13.145208483399971,-26.241975308641976,0
Al2.5Cr1Cu1Fe1Ni2,135.6,7.950666666666666,1485.2060000000001,7.0,4.511278195488721,0.1344552796368451,12.675798199879274,-29.12,0
Al1Co1Cr1Fe1Nb0.75Ni1,155.0,7.95304347826087,1823.2491304347827,6.913043478260869,4.488436133802324,0.12741133541877148,14.854814091949796,-35.84725897920605,0
Al2.08Co1Cr1Fe1Ni1,138.99342105263156,7.9654605263157885,1550.858157894737,6.453947368421052,4.704335526730287,0.12679459691206946,12.923757068719665,-36.833448753462605,0
Al2.5Co1Cr1Cu1Fe1Ni1,135.6,7.9639999999999995,1490.5393333333336,6.866666666666666,4.511278195488721,0.1304590186823262,14.212550717887341,-27.786666666666665,0
Al0.5Co1Cr1Cu1Fe1Ni1Si1,148.30769230769232,7.973846153846154,1692.1930769230771,7.615384615384615,7.658265618987575,0.1050894237411573,16.0054506424957,-24.937278106508877,0
Cu0.5Ni1Al1Co1Cr1Fe1Ti1,144.92307692307693,7.966153846153846,1698.939230769231,7.0,3.7795082334635492,0.14247599195662283,16.0054506424957,-33.63786982248521,0
Al1Co1Cr1Fe1Mo1Ni0.38,163.9442379182156,7.981040892193308,1904.2317843866174,6.654275092936802,4.792144170685143,0.18844632164436534,14.558063628560275,-24.402095051201613,0
Co1Cu5Fe1Ni1Ti3,141.27272727272725,7.972727272727272,1629.6136363636365,8.545454545454547,1.7579742930661741,0.15721228475961674,11.362830731259097,-12.657851239669421,0
Al1Au1Co1Cr1Cu1Ni1,158.83333333333334,7.971666666666667,1550.8366666666668,10.666666666666666,3.3448228615742237,0.2555821242227676,14.896682280527974,-16.5,0
Al0.5Co1Cr1Cu1Fe1Ni1Ti1.6,146.3943661971831,7.984507042253521,1749.4570422535214,7.309859154929578,2.9565427928656827,0.15001355489902157,15.821465681605911,-26.45110097202936,0
Ag1Al1Co1Cr1Cu1Ni1,138.83333333333334,7.988333333333333,1533.7700000000002,8.333333333333332,7.7146075149793365,0.1289379695822762,14.896682280527974,-3.7111111111111117,0
Co1Cr1Cu1Fe1Ni1Ti2,149.28571428571428,7.99,1818.81,7.428571428571429,1.79487130318019,0.15477435847328302,14.531769415704694,-21.093877551020405,0
Al1Cr2Cu1Fe1Ni1Ti1,141.85714285714286,7.98,1733.4271428571428,6.857142857142858,3.7754463617423997,0.13711309200802085,14.531769415704694,-23.877551020408166,0
Al1Co1Cu1Fe1Ni1Ti1,142.0,8.016666666666666,1590.3066666666666,7.5,3.703703703703702,0.14735633304642481,14.896682280527974,-33.54444444444444,0
Al1Co1Cr1Fe1Ni1Si0.6,146.85714285714286,8.01607142857143,1684.5285714285717,6.857142857142858,7.031803222733078,0.12001009736429576,14.778111715127373,-37.03571428571429,0
Al1Cr1Fe1Mo0.8Ni1,160.0,8.010416666666668,1868.5500000000002,6.625,4.9160108221332575,0.1884029185607862,13.350670366944755,-26.684027777777782,0
Al1Co1Cr1Fe1Mo1Ni0.16,163.30232558139534,8.039922480620156,1911.7391472868217,6.511627906976744,4.882023297667799,0.19174963520383878,14.115177435418692,-24.20707890150832,0
Al2.297Co1Cr1Fe1Ni1,136.82261394314753,8.035572494838812,1529.5824344926154,6.3349213911386375,4.767869846644793,0.12711394408672644,12.776313779382422,-37.67684166095261,0
Co1Cr1Fe1Ni1Cu1Al1Ti1Mn1V1Mo1,151.89999999999998,8.046999999999999,1831.944,6.9,3.721912053717362,0.1904757202375148,19.143682552098067,-20.996,0
Al1Cr1Fe1Mo0.89Ni1,161.28834355828218,8.035991820040898,1887.4444785276073,6.613496932515336,4.933498974396234,0.1921606065374478,13.372248729286843,-26.26787275061579,0
Al1Co1Cr1Cu1Ni1Ti1,140.5,8.038333333333334,1651.8066666666668,7.166666666666667,3.703703703703702,0.15099668870541494,14.896682280527974,-33.15555555555556,0
Al1Co1Cr1Fe1Ni1Ti1,145.33333333333334,8.038333333333334,1727.3700000000001,6.666666666666667,3.9282970781796585,0.14135259302734968,14.896682280527974,-40.82222222222222,0
Fe1Co1Ni1Cr1Cu1Al2.8,133.3076923076923,8.042307692307693,1469.11358974359,6.717948717948718,4.583011101693308,0.13116581392623716,14.005066424484934,-29.00197238658777,0
Al2Co1Cr1Fe1Mo0.5Ni1,146.76923076923077,8.05076923076923,1661.8638461538462,6.461538461538462,5.028632886757666,0.16351175699183287,14.232274507701039,-34.295857988165686,0
Al2.36Co1Cr1Fe1Ni1,136.22012578616352,8.055031446540882,1523.6775471698115,6.301886792452831,4.783759273705974,0.12717083776156682,12.732100474782584,-37.88418179660616,0
